instances,tx_hash,avg_latency_ms,num_validators
1,b13e08f85e7e513fe556f42e5cbfe89ec21b475e22529975543e86721b5bb3d3,2186.100000,10
1,7b28e355627cdfb529a9bd4ad8e6f299f296985bf376f4f37d5318bf1b8d03db,1695.100000,10
1,73f22678a9c8a149065b103e79fb28905aa0c3e8c158107de95ad36256b76eba,1620.100000,10
1,f1137c9654b2c6165721f07a724a69b891dbd246f96753a9c925cc0db8032884,1628.100000,10
1,e147deffa36c7d3bb32b7d03b8be718360d3adcc64da0f9d3268117957182d3d,533.100000,10
1,58997287a94f5452da706b38f999c8b41109708f076f3cb483186cab3d288567,3146.400000,10
1,1b67fd93f35f31d92c3c58bf25c2d3780006002880309f3b7b8a7313e13876d0,2719.400000,10
1,d409bfc854d9006de3235edb3dbc42764c9f67a84b6ea58e75f0bd8eef235550,2499.400000,10
1,d71fe6751f7974471b362947cc06ac25b7dacb679b80d1662d8dd69841d4150f,1708.400000,10
1,adb6ecfe353dac9cbda83f9fad77c8b1a1d0c6acff7c6efeb2ceecb35eab45cb,1465.400000,10
1,3e20b51393e76de88d84d6a073083832b64b6497be8f2107ed6877b808944949,1243.400000,10
1,e24d4b18a130aafc1c9e0a202b77db149738fbbd778a87262cb59a1f1ef57da5,648.400000,10
1,b74b0e1d028d29634b57fa6b5328144558eb219d2561799e55f2b7139debeaf0,2964.800000,10
1,7a24ca82761110d5a105737aa8b547b4c1110bbaad427f796f4741206a3b149e,2629.800000,10
1,8a2eef40b258f74030861434ade7829aa67e11bb38f5eac939b5db2b1d00c4e6,2213.800000,10
1,e40da119bb0361332d674b3001f4428226897d8d641fedbf3f7b5cb1da9796ec,1438.800000,10
1,8b0e2531800fe44980bc6377caf83a67593ec058338d4023e7e57c248afabd0c,1300.800000,10
1,02967deda38f7a4231a2390e00255533b0bb093cdd6f4bfb53b2319b3ebe9b03,2520.600000,10
1,8e1f1ea01cc2b62eb34a78a94d05392d1e7ea864ec2b278c78bd0b9c18b15d34,2350.600000,10
1,74c25e4dd4706e1a253acfa9cc49071093a0c92d508cfdc0f847c4b3c0d042f1,2418.600000,10
1,1b199c8631924dabf5b536ae8cc5d79d5368993cc40c1e672f584faa1ea3478b,2204.700000,10
1,b752a5b9e9cf7bd4e64beccda31a167f878ef75caf105d143524d1d6faba52a0,1876.700000,10
1,d340c0d859f329a84b20bb0a4b87a566e79136f3af791a166eb87427a427ecc3,1668.700000,10
1,50af1d904fab072dc908218398b8879cbfc71fe547e2a0290226eec4b5745ffb,1286.700000,10
1,aa598b2ed715f3f2d56a0630a124c3c90fe55048e3407e87594cf197e7af5dc3,821.700000,10
1,38b735fb78c1edcc7fbd6d4e62432b656cd119b99858907025f5c5b54321a9fe,3172.000000,10
1,09c23aad55438bcce82b92217f60eb012b2ba7f7d063371f6becad40aac0c25c,2324.200000,10
1,1ac4d2fb05df6f45867f521df54bee4b26820b4677a2fb883cc65317b99d75f9,1949.200000,10
1,c3d49f6f3d5f7ded6fc78356e8b10ff87a4fc0615cbf87fdfa60949987ae30c8,1957.200000,10
1,277428c67d505c9af479c4d13bb44877dc1944098953f41fa1edfa02ab4aa2b9,1427.200000,10
1,abb591573ac15557f509251924d7204c03d560b34e6f7878416eb7565d9008cc,667.200000,10
1,f6d84993536d5c64a03168ca692023820e7a02dce3b7496784003ea07c89322f,3085.200000,10
1,8a1ea558b7a7b1b2930e143b64c40948141dee8b7377368d751eeebf187c6e00,2963.200000,10
1,0c812285b370f39facea6dfe3c1ad3c317612ce114fbbae1ab64f9ad233fb135,2786.200000,10
1,e2c5c9e7a12b17372b0106aa1dd4e3924d1164a1ef2b45075776edbf0f81c70a,1945.300000,10
1,64b4a0c241ec5a926a4a98e33a10a4beaa66f74664b60f82ccdc81a75d7970b5,1898.300000,10
1,9b02e51b243cf3b42c51a7044c79b839e71f48f082c23a4b79c937d96eff7f2e,1253.300000,10
1,6551046fac46fe6381e67682305d7e7ae613006e6199b556a8ff453474e5c792,3307.300000,10
1,7c5adbb55143bcd37b9cf431f863b4a459d69e7973f9094962d832941d178ab1,3111.300000,10
1,3f01f4b64449b7e9b7be8ab81c6a07b697e0a4460ed469977a19f9b78a3f25d6,2918.400000,10
1,0b70e74fbfe182c6e87fe82d7b8dad5d39bd7607ea18241d99879c7d68b867a2,2759.400000,10
1,3eb09eff61428a9a435d07b488027b3320a358be38afa4ff454973eb190c3b95,2115.400000,10
1,4f05583fd9a19520a587b82a92076c402d9f2e354e5cae33ce3e0a039a1524ec,1015.400000,10
1,4acbc72d288c7ae82f5ab67a29c7efead46367e25252af8a26f96dbbc3c9904e,849.400000,10
1,12ac4807671fde4db2d9a07e7296288c4fbfec1b50e005ad95c6b9c8fed92416,568.400000,10
1,a8a07014e871ff678e4c39d7e0c581dfcd936f01d6d2c878aa72928254fe454d,317.400000,10
1,04de293752b80d492dec3ffe56358d428e63fe5e328c092f4de05f2d0a8be566,1459.500000,10
1,3396ff029105b74c1f6614254064005ff40f7be748fe8125cdd080065c064f63,901.500000,10
1,1d63d154c093c7514952c3505c1405fd1cb891a05df8552f90167ccfd9d8232f,523.500000,10
1,ad4ee355360e80326fc5c0308045c6a5179b71d7b828fc7a91b17070071168d6,345.500000,10
1,3007961bdbc9bd4cd1e3400c5f2c9cd597da15afbda7304c411629e3d2cd23e5,3353.700000,10
1,81e45ac8b0d08a69a95bf2af8e8df64f02060fddf7bc9bac91e6aa54e3791dea,2910.800000,10
1,f033af31f4dd9778aa7e96c33a0fd3bd8b3459c4a4deb460d6321c8ef3a879af,2222.900000,10
1,5cacc509b62aac961a4e383ac88f3653c319ba5c0860088b76099546e6bdfde8,2185.900000,10
1,59c5403ae993cb74610fb364972c3625014bd23c5da1a4a7a914971ee17d14e0,1708.900000,10
1,b54f5a4156695bb22101f4fc5fb42effe8ab67f9ffd2c0f966753fd9af7ff912,1437.900000,10
1,88f41e029e5a1ea0843c9ac6310e99d5a9b11ded9c96f16cd4f977a3d66b0a36,1324.900000,10
